"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"AD (Down)","GO:0050765","negative regulation of phagocytosis","4/283","13/8692",0.307692307692308,9.45039412883936,5.59332060520965,0.000623331345064457,0.0229905377771274,0.0229905377771274,"SYT11/PLSCR1/SIRPA/CD47",4
"AD (Down)","GO:0002228","natural killer cell mediated immunity","7/283","46/8692",0.152173913043478,4.67383622676294,4.58296994364485,0.000648158606733575,0.0235143442082197,0.0235143442082197,"HLA-E/LAMP1/TUBB/HLA-C/B2M/TUBB4B/HLA-A",7
"AD (Down)","GO:0007596","blood coagulation","11/283","107/8692",0.102803738317757,3.15749149631782,4.11933155062756,0.000692651391750099,0.0245254004790875,0.0245254004790875,"SERPINE2/SERPING1/PLSCR1/ACTB/PROS1/RASA3/F3/ANGPTL4/ADGRG1/ACTG1/MYH9",11
"AD (Down)","GO:0046456","icosanoid biosynthetic process","5/283","23/8692",0.217391304347826,6.67690889537563,5.00088949039624,0.000733442669421148,0.0251129076158853,0.0251129076158853,"FABP5/CBR1/PNPLA8/FADS1/CD74",5
"AD (Down)","GO:0070633","transepithelial transport","5/283","23/8692",0.217391304347826,6.67690889537563,5.00088949039624,0.000733442669421148,0.0251129076158853,0.0251129076158853,"ACTB/AQP1/AHCYL1/ACTG1/SLC1A3",5
"AD (Down)","GO:0071774","response to fibroblast growth factor","7/283","47/8692",0.148936170212766,4.57439290278926,4.50738479945722,0.000740741198047625,0.0251129076158853,0.0251129076158853,"CD44/FGF2/GPC1/ZFP36/ZFP36L2/FGFR2/FGFR3",7
"AD (Down)","GO:0050817","coagulation","11/283","108/8692",0.101851851851852,3.12825546394451,4.08269274259368,0.00074937049701686,0.0251266198469441,0.0251266198469441,"SERPINE2/SERPING1/PLSCR1/ACTB/PROS1/RASA3/F3/ANGPTL4/ADGRG1/ACTG1/MYH9",11
"AD (Down)","GO:1903034","regulation of response to wounding","9/283","76/8692",0.118421052631579,3.63715826669146,4.23590354054236,0.000761488372270124,0.0253409589147937,0.0253409589147937,"SERPINE2/SERPING1/FGF2/PROS1/F3/SMAD3/ACTG1/PTN/IL33",9
"AD (Down)","GO:0019058","viral life cycle","15/283","181/8692",0.0828729281767956,2.54534096011557,3.85415542796753,0.000811158435969837,0.0267924420716604,0.0267924420716604,"NRP1/LAMP1/TRIM5/MX1/PLSCR1/BSG/ISG15/CD81/VPS28/IFITM3/MYH9/BST2/RPSA/IFIT1/IFI16",15
"AD (Down)","GO:1900744","regulation of p38MAPK cascade","5/283","24/8692",0.208333333333333,6.39870435806832,4.85838169095492,0.000902069572840615,0.0283160278680324,0.0283160278680324,"DAB2IP/EZR/MFHAS1/GADD45A/GADD45B",5
"AD (Down)","GO:0045088","regulation of innate immune response","19/283","264/8692",0.071969696969697,2.21046150551451,3.6639252032438,0.000980195187077887,0.0301273881806023,0.0301273881806023,"HLA-E/LAMP1/DAB2IP/PARP14/TRIM5/SERPING1/PLSCR1/PARP9/ISG15/HLA-C/HMGB2/MFHAS1/RPS19/B2M/C3/ALPK1/NOD1/HLA-A/IFI16",19
"AD (Down)","GO:0060326","cell chemotaxis","13/283","148/8692",0.0878378378378378,2.6978321077261,3.82164987918571,0.00104929066511915,0.0315929284613426,0.0315929284613426,"NRP1/PLEC/FGF2/CXCL14/BSG/SBDS/HMGB2/LGALS3/RPS19/CD74/C3/PTN/GSTP1",13
"AD (Down)","GO:0048144","fibroblast proliferation","6/283","37/8692",0.162162162162162,4.98061312195588,4.4511600732191,0.00112143142300775,0.0322733166467532,0.0322733166467532,"DAB2IP/AGT/AQP1/PML/CD74/GSTP1",6
"AD (Down)","GO:0048145","regulation of fibroblast proliferation","6/283","37/8692",0.162162162162162,4.98061312195588,4.4511600732191,0.00112143142300775,0.0322733166467532,0.0322733166467532,"DAB2IP/AGT/AQP1/PML/CD74/GSTP1",6
"AD (Down)","GO:0001974","blood vessel remodeling","4/283","15/8692",0.266666666666667,8.19034157832744,5.1128878818406,0.00113022234076971,0.0322733166467532,0.0322733166467532,"AGT/CST3/EPAS1/TMBIM1",4
"AD (Down)","GO:0046457","prostanoid biosynthetic process","4/283","15/8692",0.266666666666667,8.19034157832744,5.1128878818406,0.00113022234076971,0.0322733166467532,0.0322733166467532,"FABP5/CBR1/PNPLA8/CD74",4
"AD (Down)","GO:0061621","canonical glycolysis","4/283","15/8692",0.266666666666667,8.19034157832744,5.1128878818406,0.00113022234076971,0.0322733166467532,0.0322733166467532,"GAPDH/PKM/ENO1/ALDOA",4
"AD (Down)","GO:0061718","glucose catabolic process to pyruvate","4/283","15/8692",0.266666666666667,8.19034157832744,5.1128878818406,0.00113022234076971,0.0322733166467532,0.0322733166467532,"GAPDH/PKM/ENO1/ALDOA",4
"AD (Down)","GO:0050790","regulation of catalytic activity","21/283","311/8692",0.067524115755627,2.07392089804915,3.53802163520999,0.00121657410574446,0.0345163909745192,0.0345163909745192,"DAB2IP/AGT/ITGA6/TNFRSF1A/ASAP3/FGF2/PLSCR1/ZFP36/MIDN/PARP9/RPS2/RHOC/GADD45A/ARRDC3/GNAI2/APC2/FGFR2/ZFYVE28/ERBB2/TMBIM1/FGFR3",21
"AD (Down)","GO:0002700","regulation of production of molecular mediator of immune response","8/283","67/8692",0.119402985074627,3.66731712462423,4.02057732647845,0.00140784978384313,0.0384638465635166,0.0384638465635166,"HLA-E/TMBIM6/CD81/B2M/CD74/BST2/HLA-A/IL33",8
"AD (Down)","GO:0051216","cartilage development","8/283","67/8692",0.119402985074627,3.66731712462423,4.02057732647845,0.00140784978384313,0.0384638465635166,0.0384638465635166,"CD44/FGF2/CHI3L1/SLC39A14/SMAD3/SOX9/EFEMP1/FGFR3",8
"AD (Down)","GO:0008284","positive regulation of cell population proliferation","25/283","406/8692",0.061576354679803,1.89124266740935,3.37397949249947,0.00158919504324544,0.0418677217940732,0.0418677217940732,"NRP1/HLA-E/GFAP/AGT/STAT1/FGF2/ACTB/CD47/HMGB2/CD81/F3/AQP1/OSMR/NAMPT/GNAI2/PML/CD74/FGFR2/SOX9/PTN/BST2/ERBB2/CD38/HLA-A/FGFR3",25
"AD (Down)","GO:0050900","leukocyte migration","14/283","175/8692",0.08,2.45710247349823,3.57208440766379,0.00168636306439742,0.0439049583707235,0.0439049583707235,"ITGA6/PLEC/BSG/SIRPA/CD47/SBDS/LGALS3/CD81/RPS19/CD74/C3/MYH9/PTN/IL33",14
"AD (Down)","GO:0150115","cell-substrate junction organization","9/283","85/8692",0.105882352941176,3.25204739139472,3.82751589826939,0.00170592372134457,0.0441544935126962,0.0441544935126962,"NRP1/ITGA6/PLEC/SMAD3/ACTG1/ACTN1/FAM107A/MAPRE2/ITGB4",9
"AD (Down)","GO:0006979","response to oxidative stress","18/283","256/8692",0.0703125,2.15956272084806,3.45463253056793,0.00172268701993026,0.0443291438965775,0.0443291438965775,"MT-ND1/CHCHD2/TXNIP/MT-ND3/SIRPA/PNPLA8/AQP1/SCARA3/SOD2/ADCYAP1R1/PML/GPR37L1/CD38/EEF2/MT-ND5/PRNP/GSTP1/MT-CO1",18
"AD (Down)","GO:0051384","response to glucocorticoid","7/283","55/8692",0.127272727272727,3.90902666238355,3.97011880542795,0.00191514922556429,0.0478895506912291,0.0478895506912291,"MT-ND3/ZFP36/AQP1/ZFP36L2/IGFBP7/FAM107A/GSTP1",7
"AD (Down)","GO:0045806","negative regulation of endocytosis","6/283","41/8692",0.146341463414634,4.49469964664311,4.11457084942688,0.00194520457699003,0.0480976282556307,0.0480976282556307,"SYT11/PLSCR1/SIRPA/CD47/LGALS3/B2M",6
"AD (Down)","GO:1903053","regulation of extracellular matrix organization","6/283","41/8692",0.146341463414634,4.49469964664311,4.11457084942688,0.00194520457699003,0.0480976282556307,0.0480976282556307,"AGT/TNFRSF1A/CST3/DDR1/TIMP3/SMAD3",6
"PD (Up)","GO:0070841","inclusion body assembly","12/612","24/8692",0.5,7.10130718954248,8.23709294842546,1.64729697740294e-08,7.29093642198542e-05,7.29093642198542e-05,"DNAJB6/HSPA1A/DNAJB1/HSPA1B/HSP90AA1/BAG3/MAPT/DNAJA4/DNAJB2/SNCAIP/PPP2CB/DYRK1A",12
"PD (Up)","GO:0042026","protein refolding","10/612","21/8692",0.476190476190476,6.76314970432618,7.27679031952212,4.82621088048354e-07,0.00106804046785101,0.00106804046785101,"HSPA8/SNRNP70/HSPA1A/HSPD1/HSPB1/HSPA1B/HSP90AA1/CRYAB/DNAJA4/DNAJB2",10
"PD (Up)","GO:0090083","regulation of inclusion body assembly","9/612","18/8692",0.5,7.10130718954248,7.13106410805607,1.09642783335393e-06,0.0016175965301415,0.0016175965301415,"DNAJB6/HSPA1A/DNAJB1/HSPA1B/DNAJA4/DNAJB2/SNCAIP/PPP2CB/DYRK1A",9
"PD (Up)","GO:0051056","regulation of small GTPase mediated signal transduction","36/612","222/8692",0.162162162162162,2.30312665606783,5.41285403968251,1.79270521028767e-06,0.00198362831518331,0.00198362831518331,"SIPA1L3/CHORDC1/ABR/ARHGAP35/SOS1/KANK1/DLC1/DOCK7/SRGAP3/RIPOR2/PSD2/ARHGEF10L/MMD2/OGT/STARD13/FGD4/LARGE1/RAF1/FXR1/ARHGAP21/ARHGAP32/WNK1/PICALM/SYNPO2/ARHGAP24/DOCK3/VAV3/TIAM2/LRP4/GARNL3/FAM13A/RALGPS1/ARRB1/ARAP1/DENND1A/PPP2CB",36
"PD (Down)","GO:2001233","regulation of apoptotic signaling pathway","36/511","183/8692",0.19672131147541,3.34618716114337,8.01661571336518,8.58084520356771e-11,3.79788208709907e-07,3.79788208709907e-07,"GHITM/PTTG1IP/CLU/GRINA/PARK7/GNAI2/PARP1/FIS1/ENO1/YBX3/SELENOS/WFS1/PML/ACKR3/NUPR1/BEX3/TMBIM1/SOD2/LGALS3/RIPK1/IFI6/DAB2IP/UBB/AGT/CD74/ITM2C/SLC25A5/FGF2/RACK1/DDX3X/GSTP1/TMBIM6/ACAA2/ITGA6/PINK1/RPS3",36
"PD (Down)","GO:0006119","oxidative phosphorylation","23/511","85/8692",0.270588235294118,4.60264763439622,8.34156382371171,3.4232799120972e-10,6.70662033134399e-07,6.70662033134399e-07,"GHITM/MT-ND5/MT-ND4/PARK7/DGUOK/MT-CO1/UQCRFS1/NDUFA5/MT-ATP6/NUPR1/NDUFS3/MT-ND3/NDUFB5/MT-CYB/MT-ND2/COX5B/RHOA/MT-ND1/MT-ND4L/MT-CO3/PINK1/CHCHD2/MT-CO2",23
"PD (Down)","GO:0051129","negative regulation of cellular component organization","61/511","469/8692",0.130063965884861,2.21236006158751,6.74597963862719,2.19553305859436e-09,1.07971436859318e-06,1.07971436859318e-06,"LMOD1/GHITM/CLU/MTPN/PARK7/PLSCR1/RPL7A/CD47/DGUOK/TERF2IP/B2M/IFI16/PARP1/PFDN1/RPL41/SYT11/ANGPTL4/PML/SDCBP/LIMK2/TIMP3/NUPR1/RPL13/BNIP3/SMARCA5/LGALS3/CST3/GAPDH/RPL28/LRPAP1/TMSB4X/CIB1/IFI6/PRNP/PPFIA1/DPYSL3/FAM107A/ITM2C/SLC25A5/RPL15/PMP22/RPL18/DYNLT1/WASF2/UBA52/CD38/RACK1/HES1/DDX3X/CFL1/APOE/VPS35/SLIT1/ACAA2/PINK1/FEZ1/RPL29/SOX9/FEZ2/RPL19/RPL8",61
"PD (Down)","GO:0006959","humoral immune response","18/511","58/8692",0.310344827586207,5.27889871111411,8.17112980041363,2.60841312584698e-09,1.15448364949988e-06,1.15448364949988e-06,"CD59/C3/CLU/HLA-E/FAU/B2M/SERPING1/C1RL/HLA-A/HMGN2/C1S/LGALS3/GAPDH/CXCL14/CD81/C1QBP/C1R/RPS19",18
"PD (Down)","GO:0006979","response to oxidative stress","40/511","256/8692",0.15625,2.65777886497065,6.72853358241282,9.8069123594622e-09,3.9459449184527e-06,3.9459449184527e-06,"PSMD7/MT-ND5/BTG1/PARK7/PNPLA8/MT-CO1/PARP1/SELENOS/PML/SCARA3/GPR37L1/PSMB1/ADCYAP1R1/BNIP3/MT-ND3/SOD2/AQP1/RIPK1/RHOB/STK24/FADS2/GPX4/PRNP/MSRB2/PRDX1/NCOA7/MT-ND1/CD38/RACK1/GSTP1/PSMA7/PSMB5/EEF2/CFL1/SELENOP/APOE/TXNIP/PINK1/CHCHD2/RPS3",40
"PD (Down)","GO:0043069","negative regulation of programmed cell death","55/511","443/8692",0.124153498871332,2.11182428999925,6.00315418386472,7.4120987291727e-08,2.18706326502122e-05,2.18706326502122e-05,"GHITM/PTTG1IP/CLU/GRINA/PARK7/STUB1/GNAI2/ANGPTL4/ENO1/LAMTOR5/YBX3/SELENOS/WFS1/ACKR3/NUPR1/MTDH/BNIP3/TMBIM1/SOD2/LGALS3/AQP1/RIPK1/TSC22D1/SET/ADGRG1/CIB1/IFI6/GPX4/PRNP/ANXA5/CD74/SOCS3/SLC25A5/ERBB2/DAD1/FGFR2/FSTL1/FTH1/FGF2/HNRNPK/VEGFB/CD38/RACK1/BTG2/DDX3X/DAG1/GSTP1/CFL1/IFIT3/TMBIM6/ACAA2/ITGA6/PINK1/ARHGDIA/SOX9",55
"PD (Down)","GO:1902600","proton transmembrane transport","22/511","111/8692",0.198198198198198,3.37130868637718,6.28380586519658,3.73833025291578e-07,8.70834194705538e-05,8.70834194705538e-05,"GHITM/MT-ND5/MT-ND4/MT-CO1/UQCRFS1/SLC25A3/NDUFA5/MT-ATP6/NDUFS3/MT-ND3/NDUFB5/MT-CYB/ATP6V0B/MT-ND2/COX5B/SLC25A5/MT-ND1/ATP6V0E2/MT-ND4L/ATP6AP2/MT-CO3/MT-CO2",22
"PD (Down)","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","16/511","68/8692",0.235294117647059,4.00230229077933,6.21150199084606,1.36817605333229e-06,0.000252314467168696,0.000252314467168696,"MT-ND5/MT-ND4/PARP1/ENO1/NDUFA5/MT-ATP6/NDUFS3/MT-ND3/NDUFB5/TMSB4X/MT-ND2/MT-ND1/MT-ND4L/NME3/ALDOA/PINK1",16
"PD (Down)","GO:0097237","cellular response to toxic substance","16/511","71/8692",0.225352112676056,3.8331909263802,5.99057242060498,2.52867091068895e-06,0.000399710623239617,0.000399710623239617,"PARK7/FIS1/ALDH2/SELENOS/SOD2/SELENOF/GPX4/SELENOT/MGST3/PNKD/PRDX1/GSTM3/GSTP1/ADH5/APOE/PINK1",16
"PD (Down)","GO:0019730","antimicrobial humoral response","9/511","24/8692",0.375,6.37866927592955,6.59421555384649,4.61600905108227e-06,0.000681015202003004,0.000681015202003004,"HLA-E/FAU/B2M/HLA-A/HMGN2/LGALS3/GAPDH/CXCL14/RPS19",9
"PD (Down)","GO:0006956","complement activation","8/511","19/8692",0.421052631578947,7.16201462560511,6.71980979952444,5.73536504676187e-06,0.000795868218547614,0.000795868218547614,"CD59/C3/CLU/SERPING1/C1RL/C1S/C1QBP/C1R",8
